date,zone,crop_type,soil_moisture_%,temperature_C,humidity_%,rainfall_mm,irrigation_applied_mm,growth_stage,month,quarter,season,ET0,water_supply,WSI,IES,drought_risk_score
2023-01-26,Zone_B,Rice,50.24,20.4,57.0,3.74,22.82,Vegetative,1,1,Winter,33.45,16.31,5.12,100.0,6.54
2023-01-27,Zone_A,Sugarcane,59.31,10.1,48.1,4.82,13.46,Flowering,1,1,Winter,17.56,11.45,3.48,100.0,5.0
2023-01-28,Zone_A,Wheat,60.17,19.3,51.3,7.34,14.91,Harvesting,1,1,Winter,31.52,14.08,5.53,100.0,5.95
2023-01-29,Zone_D,Wheat,62.29,15.5,55.3,6.25,13.15,Harvesting,1,1,Winter,26.02,12.26,5.29,100.0,5.66
2023-01-30,Zone_C,Cotton,50.28,21.9,30.9,2.37,17.38,Flowering,1,1,Winter,34.39,12.09,6.48,100.0,7.22
2023-01-31,Zone_C,Cotton,55.83,15.8,50.0,2.88,10.29,Sowing,1,1,Winter,26.2,8.19,6.87,100.0,6.97
2023-02-01,Zone_B,Cotton,38.35,21.8,60.9,2.05,20.07,Sowing,2,1,Winter,35.75,13.48,6.23,100.0,8.05
2023-02-02,Zone_B,Wheat,51.96,19.1,30.6,5.79,17.85,Harvesting,2,1,Winter,30.18,14.76,5.11,100.0,6.4
2023-02-03,Zone_A,Wheat,42.46,13.0,44.2,4.69,23.48,Harvesting,2,1,Winter,21.71,17.37,2.0,100.0,5.6
2023-02-04,Zone_D,Rice,47.95,16.5,62.4,2.81,12.47,Sowing,2,1,Winter,27.87,9.45,6.61,100.0,7.47
2023-02-05,Zone_C,Sugarcane,54.02,21.9,42.4,7.75,22.06,Flowering,2,1,Winter,34.97,18.66,4.66,100.0,6.01
2023-02-06,Zone_B,Cotton,42.71,20.3,46.1,5.18,21.88,Harvesting,2,1,Winter,32.76,16.75,4.89,100.0,7.03
2023-02-07,Zone_B,Rice,36.57,11.2,64.4,3.45,11.91,Sowing,2,1,Winter,20.02,9.56,5.22,100.0,7.68
2023-02-08,Zone_D,Wheat,35.31,18.5,37.0,5.0,15.98,Flowering,2,1,Winter,29.6,13.09,5.58,100.0,7.97
2023-02-09,Zone_D,Rice,35.66,14.1,32.3,6.08,12.55,Vegetative,2,1,Winter,22.76,11.79,4.82,100.0,7.56
2023-02-10,Zone_A,Wheat,35.25,10.1,60.1,2.46,13.82,Flowering,2,1,Winter,18.15,10.01,4.48,100.0,7.42
2023-02-11,Zone_D,Sugarcane,38.31,14.8,60.4,3.65,13.95,Sowing,2,1,Winter,25.22,10.92,5.67,100.0,7.77
2023-02-12,Zone_A,Wheat,42.18,12.8,46.5,6.84,18.34,Flowering,2,1,Winter,21.52,15.79,2.66,100.0,5.96
2023-02-13,Zone_A,Rice,41.64,19.8,48.0,4.76,16.17,Sowing,2,1,Winter,32.1,13.03,5.94,100.0,7.64
2023-02-14,Zone_D,Sugarcane,64.6,14.0,59.3,5.28,24.22,Harvesting,2,1,Winter,23.96,18.23,2.39,100.0,4.03
2023-02-15,Zone_D,Wheat,44.18,19.9,55.8,4.6,11.9,Vegetative,2,1,Winter,32.64,10.36,6.83,100.0,7.88
2023-02-16,Zone_D,Cotton,38.82,10.0,39.3,2.26,24.61,Harvesting,2,1,Winter,16.96,16.35,0.36,100.0,5.07
2023-02-17,Zone_D,Wheat,51.37,13.7,30.6,2.99,13.46,Harvesting,2,1,Winter,22.08,10.17,5.39,100.0,6.59
2023-02-18,Zone_D,Sugarcane,60.74,12.9,46.8,4.67,21.59,Sowing,2,1,Winter,21.69,16.22,2.52,100.0,4.4
2023-02-19,Zone_A,Rice,55.34,12.8,60.1,3.26,15.08,Sowing,2,1,Winter,22.2,11.33,4.9,100.0,6.02
2023-02-20,Zone_B,Sugarcane,43.88,10.8,61.4,2.3,12.15,Sowing,2,1,Winter,19.27,8.9,5.38,100.0,7.18
2023-02-21,Zone_C,Rice,51.85,12.2,63.5,7.06,22.87,Sowing,2,1,Winter,21.48,18.66,1.31,100.0,4.51
2023-02-22,Zone_C,Wheat,56.45,16.7,60.8,7.89,14.63,Harvesting,2,1,Winter,28.09,14.3,4.91,100.0,5.94
2023-02-23,Zone_A,Wheat,56.84,13.5,50.3,6.76,19.88,Sowing,2,1,Winter,22.76,16.66,2.68,100.0,4.79
2023-02-24,Zone_A,Sugarcane,55.0,15.0,45.6,7.12,18.5,Sowing,2,1,Winter,24.78,16.08,3.51,100.0,5.36
2023-02-25,Zone_B,Cotton,61.12,14.5,57.1,3.45,17.08,Harvesting,2,1,Winter,24.6,12.66,4.85,100.0,5.54
2023-02-26,Zone_D,Wheat,61.1,20.5,55.9,7.76,17.44,Vegetative,2,1,Winter,33.54,15.9,5.26,100.0,5.74
2023-02-27,Zone_A,Cotton,52.37,20.9,48.8,3.18,20.98,Vegetative,2,1,Winter,33.79,14.81,5.62,100.0,6.62
2023-02-28,Zone_C,Cotton,47.9,15.9,33.1,7.71,11.32,Flowering,2,1,Winter,25.51,12.19,5.22,100.0,6.78
2023-03-01,Zone_D,Sugarcane,15.4,44.8,62.4,2.84,31.63,Harvesting,3,1,Summer,70.32,20.97,7.02,100.0,16.22
2023-03-02,Zone_A,Wheat,20.06,37.1,45.9,0.46,30.98,Sowing,3,1,Summer,57.95,18.91,6.74,100.0,13.4
2023-03-03,Zone_D,Cotton,25.35,35.7,42.7,1.76,24.39,Flowering,3,1,Summer,55.68,15.87,7.15,100.0,12.76
2023-03-04,Zone_C,Wheat,15.3,40.9,52.0,1.52,28.58,Vegetative,3,1,Summer,63.95,18.21,7.15,100.0,15.12
2023-03-05,Zone_D,Rice,20.29,42.4,53.6,1.83,33.05,Vegetative,3,1,Summer,66.28,21.11,6.82,100.0,15.01
2023-03-06,Zone_A,Cotton,25.28,35.3,37.4,0.05,34.54,Harvesting,3,1,Summer,54.82,20.76,6.21,100.0,12.17
2023-03-07,Zone_A,Sugarcane,26.46,41.6,59.3,2.62,20.01,Sowing,3,1,Summer,65.37,13.84,7.88,100.0,14.8
2023-03-08,Zone_C,Sugarcane,33.52,40.3,40.1,2.8,38.74,Sowing,3,1,Summer,62.46,25.2,5.97,100.0,12.89
2023-03-09,Zone_B,Cotton,27.91,36.0,36.5,1.7,23.29,Flowering,3,1,Summer,55.82,15.16,7.28,100.0,12.71
2023-03-10,Zone_B,Wheat,23.29,36.7,44.2,2.09,24.67,Vegetative,3,1,Summer,57.26,16.26,7.16,100.0,13.23
2023-03-11,Zone_D,Rice,33.61,40.7,55.6,2.77,25.27,Flowering,3,1,Summer,63.83,17.1,7.32,100.0,13.68
2023-03-12,Zone_A,Rice,30.7,38.0,63.8,2.12,20.76,Flowering,3,1,Summer,60.19,13.94,7.68,100.0,13.28
2023-03-13,Zone_A,Sugarcane,19.0,44.4,58.3,0.46,22.46,Flowering,3,1,Summer,69.52,13.8,8.01,100.0,16.3
2023-03-14,Zone_C,Sugarcane,17.62,43.2,62.9,1.73,39.73,Sowing,3,1,Summer,67.95,25.05,6.31,100.0,15.21
2023-03-15,Zone_C,Wheat,28.52,44.8,34.9,1.82,26.3,Vegetative,3,1,Summer,68.94,17.05,7.53,100.0,15.42
2023-03-16,Zone_A,Sugarcane,26.2,37.6,32.5,1.27,22.31,Flowering,3,1,Summer,58.03,14.27,7.54,100.0,13.45
2023-03-17,Zone_C,Wheat,30.79,44.7,49.5,2.21,22.14,Vegetative,3,1,Summer,69.53,14.83,7.87,100.0,15.38
2023-03-18,Zone_B,Cotton,29.78,39.3,40.2,2.8,34.39,Vegetative,3,1,Summer,60.96,22.59,6.29,100.0,13.05
2023-03-19,Zone_B,Rice,27.5,38.5,59.0,2.78,37.09,Flowering,3,1,Summer,60.7,24.2,6.01,100.0,12.86
2023-03-20,Zone_D,Cotton,34.73,35.5,53.5,1.35,25.14,Flowering,3,1,Summer,55.92,16.03,7.13,100.0,11.94
2023-03-21,Zone_C,Sugarcane,25.67,35.5,64.0,0.34,20.42,Harvesting,3,1,Summer,56.45,12.49,7.79,100.0,12.99
2023-03-22,Zone_D,Rice,17.26,41.9,38.9,2.95,24.46,Sowing,3,1,Summer,64.79,16.74,7.42,100.0,15.4
2023-03-23,Zone_C,Rice,31.57,39.6,47.0,2.52,21.13,Vegetative,3,1,Summer,61.75,14.44,7.66,100.0,13.68
2023-03-24,Zone_C,Cotton,20.04,37.3,47.5,0.37,22.07,Flowering,3,1,Summer,58.32,13.5,7.69,100.0,13.93
2023-03-25,Zone_B,Wheat,30.55,41.1,38.4,2.76,28.63,Flowering,3,1,Summer,63.57,19.11,6.99,100.0,13.88
2023-03-26,Zone_A,Rice,34.14,37.5,50.7,2.61,24.6,Vegetative,3,1,Summer,58.78,16.59,7.18,100.0,12.61
2023-03-27,Zone_C,Wheat,28.94,40.8,45.5,1.56,30.32,Flowering,3,1,Summer,63.47,19.28,6.96,100.0,13.9
2023-03-28,Zone_C,Cotton,26.92,38.6,45.6,1.77,25.07,Harvesting,3,1,Summer,60.18,16.28,7.29,100.0,13.57
2023-03-29,Zone_C,Cotton,24.21,43.2,42.7,1.2,38.81,Vegetative,3,1,Summer,66.94,24.13,6.4,100.0,14.72
2023-03-30,Zone_A,Wheat,22.29,43.2,30.6,0.16,38.12,Flowering,3,1,Summer,66.33,22.98,6.54,100.0,14.95
2023-03-31,Zone_D,Cotton,22.06,39.8,48.3,1.01,31.34,Vegetative,3,1,Summer,62.11,19.51,6.86,100.0,14.11
2023-04-01,Zone_D,Rice,27.73,38.5,41.7,2.41,27.09,Flowering,4,2,Summer,59.84,17.94,7.0,100.0,13.33
2023-04-02,Zone_C,Cotton,30.03,38.6,30.0,0.01,27.62,Flowering,4,2,Summer,59.4,16.58,7.21,100.0,13.28
2023-04-03,Zone_C,Cotton,28.57,43.1,40.8,1.0,28.24,Sowing,4,2,Summer,66.69,17.64,7.35,100.0,14.82
2023-04-04,Zone_D,Rice,18.97,38.3,39.8,1.19,34.55,Vegetative,4,2,Summer,59.44,21.56,6.37,100.0,13.66
2023-04-05,Zone_D,Wheat,24.88,37.1,43.8,1.61,29.03,Sowing,4,2,Summer,57.84,18.54,6.79,100.0,13.03
2023-04-06,Zone_B,Cotton,30.83,35.8,34.6,2.76,37.13,Flowering,4,2,Summer,55.43,24.21,5.63,100.0,11.59
2023-04-07,Zone_C,Wheat,24.51,39.7,47.8,1.04,38.88,Vegetative,4,2,Summer,61.94,24.06,6.12,100.0,13.51
2023-04-08,Zone_D,Rice,25.73,39.8,54.2,1.04,26.72,Vegetative,4,2,Summer,62.41,16.76,7.31,100.0,14.04
2023-04-09,Zone_B,Wheat,30.42,43.4,52.1,2.21,31.21,Harvesting,4,2,Summer,67.7,20.27,7.01,100.0,14.59
2023-04-10,Zone_A,Wheat,28.23,37.2,58.1,1.36,21.9,Harvesting,4,2,Summer,58.71,14.09,7.6,100.0,13.2
2023-04-11,Zone_C,Sugarcane,23.19,38.8,45.8,0.67,24.01,Flowering,4,2,Summer,60.49,14.88,7.54,100.0,14.05
2023-04-12,Zone_D,Sugarcane,32.91,43.1,48.2,1.36,28.27,Flowering,4,2,Summer,67.06,17.91,7.33,100.0,14.46
2023-04-13,Zone_C,Cotton,18.25,43.2,58.4,0.42,24.12,Flowering,4,2,Summer,67.72,14.77,7.82,100.0,15.91
2023-04-14,Zone_B,Sugarcane,34.91,38.8,45.0,0.53,37.53,Flowering,4,2,Summer,60.45,22.89,6.21,100.0,12.45
2023-04-15,Zone_D,Sugarcane,17.38,39.6,54.6,1.5,23.17,Harvesting,4,2,Summer,62.13,14.95,7.59,100.0,14.78
2023-04-16,Zone_A,Sugarcane,15.3,38.0,45.2,1.26,29.11,Vegetative,4,2,Summer,59.26,18.35,6.9,100.0,14.13
2023-04-17,Zone_A,Wheat,32.8,44.3,44.6,2.74,32.11,Sowing,4,2,Summer,68.68,21.18,6.92,100.0,14.63
2023-04-18,Zone_B,Wheat,19.9,36.2,56.6,1.09,33.84,Vegetative,4,2,Summer,57.13,21.07,6.31,100.0,12.92
2023-04-19,Zone_A,Sugarcane,29.59,44.3,36.1,1.74,27.66,Vegetative,4,2,Summer,68.26,17.81,7.39,100.0,15.12
2023-04-20,Zone_A,Rice,31.22,41.8,41.9,1.9,37.38,Harvesting,4,2,Summer,64.8,23.76,6.33,100.0,13.71
2023-04-21,Zone_A,Sugarcane,32.18,40.3,37.8,0.04,31.37,Vegetative,4,2,Summer,62.34,18.85,6.98,100.0,13.51
2023-04-22,Zone_A,Rice,34.83,35.3,42.6,1.99,28.79,Vegetative,4,2,Summer,55.08,18.67,6.61,100.0,11.61
2023-04-23,Zone_A,Wheat,20.88,39.8,38.1,0.53,21.34,Flowering,4,2,Summer,61.6,13.18,7.86,100.0,14.7
2023-04-24,Zone_A,Rice,29.2,39.1,50.3,2.88,29.29,Sowing,4,2,Summer,61.17,19.59,6.8,100.0,13.29
2023-04-25,Zone_A,Wheat,17.31,36.6,57.9,0.45,36.41,Vegetative,4,2,Summer,57.8,22.16,6.17,100.0,13.18
2023-04-26,Zone_D,Rice,23.14,41.6,57.5,1.24,32.29,Vegetative,4,2,Summer,65.28,20.24,6.9,100.0,14.58
2023-04-27,Zone_A,Wheat,31.96,44.7,42.8,0.26,36.64,Sowing,4,2,Summer,69.19,22.17,6.8,100.0,14.75
2023-04-28,Zone_D,Wheat,22.35,40.6,64.6,2.99,29.88,Flowering,4,2,Summer,64.13,20.02,6.88,100.0,14.33
2023-04-29,Zone_C,Sugarcane,26.82,42.1,50.8,1.51,22.37,Harvesting,4,2,Summer,65.69,14.48,7.8,100.0,14.88
2023-04-30,Zone_B,Cotton,25.08,35.7,44.0,1.79,20.27,Harvesting,4,2,Summer,55.75,13.42,7.59,100.0,13.0
2023-05-01,Zone_A,Cotton,27.92,39.2,59.2,0.2,26.06,Vegetative,5,2,Summer,61.76,15.78,7.44,100.0,13.75
2023-05-02,Zone_B,Wheat,34.46,36.2,55.5,2.25,33.96,Flowering,5,2,Summer,57.08,21.95,6.15,100.0,11.68
2023-05-03,Zone_A,Sugarcane,16.11,41.1,56.2,0.63,35.81,Harvesting,5,2,Summer,64.46,21.93,6.6,100.0,14.84
2023-05-04,Zone_D,Cotton,26.48,44.4,36.9,2.69,25.92,Harvesting,5,2,Summer,68.44,17.43,7.45,100.0,15.43
2023-05-05,Zone_A,Cotton,32.26,41.6,46.4,0.62,29.91,Harvesting,5,2,Summer,64.72,18.38,7.16,100.0,13.98
2023-05-06,Zone_C,Sugarcane,24.63,35.8,60.2,0.57,28.42,Harvesting,5,2,Summer,56.71,17.45,6.92,100.0,12.73
2023-05-07,Zone_B,Sugarcane,16.57,38.5,47.6,0.11,28.21,Harvesting,5,2,Summer,60.13,17.0,7.17,100.0,14.31
2023-05-08,Zone_B,Cotton,26.21,40.5,53.9,1.42,24.63,Vegetative,5,2,Summer,63.44,15.77,7.51,100.0,14.31
2023-05-09,Zone_C,Cotton,21.64,39.0,50.6,1.69,22.73,Harvesting,5,2,Summer,61.03,14.82,7.57,100.0,14.25
2023-05-10,Zone_D,Rice,18.1,43.3,59.5,0.2,23.93,Vegetative,5,2,Summer,67.92,14.5,7.87,100.0,15.98
2023-05-11,Zone_D,Rice,31.98,43.1,40.0,2.33,21.11,Sowing,5,2,Summer,66.65,14.3,7.85,100.0,14.8
2023-05-12,Zone_C,Wheat,25.43,41.1,50.1,1.36,23.96,Sowing,5,2,Summer,64.16,15.33,7.61,100.0,14.6
2023-05-13,Zone_B,Cotton,33.67,38.7,34.3,1.57,20.18,Flowering,5,2,Summer,59.76,13.21,7.79,100.0,13.31
2023-05-14,Zone_A,Sugarcane,31.12,37.6,54.2,1.32,32.55,Vegetative,5,2,Summer,59.11,20.45,6.54,100.0,12.56
2023-05-15,Zone_D,Sugarcane,28.86,36.1,55.6,1.2,26.33,Flowering,5,2,Summer,56.93,16.64,7.08,100.0,12.56
2023-05-16,Zone_A,Cotton,15.1,38.5,31.5,1.68,39.46,Sowing,5,2,Summer,59.32,24.85,5.81,100.0,13.75
2023-05-17,Zone_B,Wheat,23.56,39.1,53.7,0.47,23.87,Sowing,5,2,Summer,61.34,14.65,7.61,100.0,14.15
2023-05-18,Zone_A,Sugarcane,18.95,41.8,44.5,0.55,26.92,Sowing,5,2,Summer,64.92,16.54,7.45,100.0,15.25
2023-05-19,Zone_C,Cotton,33.22,41.6,34.3,2.59,27.16,Sowing,5,2,Summer,64.12,18.11,7.18,100.0,13.91
2023-05-20,Zone_D,Cotton,18.49,35.7,44.7,2.84,20.17,Harvesting,5,2,Summer,55.78,14.09,7.47,100.0,13.47
2023-05-21,Zone_D,Wheat,20.72,39.0,36.8,1.12,36.78,Sowing,5,2,Summer,60.34,22.85,6.21,100.0,13.65
2023-05-22,Zone_C,Cotton,25.34,36.8,44.5,0.81,20.64,Harvesting,5,2,Summer,57.42,12.95,7.74,100.0,13.38
2023-05-23,Zone_C,Sugarcane,20.27,36.6,43.5,1.93,38.8,Harvesting,5,2,Summer,57.08,24.63,5.69,100.0,12.7
2023-05-24,Zone_D,Rice,19.2,43.3,55.8,1.23,37.84,Flowering,5,2,Summer,67.74,23.56,6.52,100.0,15.21
2023-05-25,Zone_D,Wheat,26.98,35.4,57.1,0.08,30.71,Harvesting,5,2,Summer,55.96,18.48,6.7,100.0,12.31
2023-05-26,Zone_D,Cotton,16.78,39.2,51.2,0.47,30.87,Flowering,5,2,Summer,61.36,18.85,6.93,100.0,14.38
2023-05-27,Zone_B,Wheat,16.16,36.7,30.8,2.15,33.08,Harvesting,5,2,Summer,56.59,21.35,6.23,100.0,13.33
2023-05-28,Zone_B,Cotton,22.44,43.8,62.6,1.98,27.74,Harvesting,5,2,Summer,68.83,18.03,7.38,100.0,15.53
2023-05-29,Zone_B,Rice,29.41,40.6,54.0,0.08,32.94,Sowing,5,2,Summer,63.6,19.82,6.88,100.0,13.77
2023-05-30,Zone_A,Wheat,26.1,37.3,31.2,0.67,20.9,Vegetative,5,2,Summer,57.51,13.01,7.74,100.0,13.47
2023-05-31,Zone_B,Cotton,23.46,40.0,58.7,0.69,21.08,Harvesting,5,2,Summer,62.94,13.13,7.91,100.0,14.58
2023-06-01,Zone_D,Rice,57.42,31.3,81.7,27.47,2.06,Vegetative,6,2,Monsoon,51.04,20.46,5.99,100.0,8.29
2023-06-02,Zone_B,Sugarcane,66.62,28.6,86.4,22.73,3.22,Vegetative,6,2,Monsoon,47.22,17.84,6.22,100.0,6.86
2023-06-03,Zone_D,Cotton,73.01,35.0,72.6,25.22,4.65,Vegetative,6,2,Monsoon,56.13,20.44,6.36,100.0,8.34
2023-06-04,Zone_C,Rice,70.41,29.8,76.3,13.2,9.43,Harvesting,6,2,Monsoon,48.52,14.9,6.93,100.0,7.27
2023-06-05,Zone_A,Rice,75.84,29.9,93.0,19.23,9.32,Vegetative,6,2,Monsoon,49.5,19.05,6.15,100.0,6.48
2023-06-06,Zone_A,Wheat,56.66,30.7,86.7,10.19,2.07,Harvesting,6,2,Monsoon,50.38,8.37,8.34,100.0,9.35
2023-06-07,Zone_C,Cotton,63.54,34.2,70.3,14.93,3.58,Sowing,6,2,Monsoon,54.82,12.6,7.7,100.0,9.53
2023-06-08,Zone_D,Sugarcane,79.58,33.0,75.1,24.53,1.49,Harvesting,6,2,Monsoon,53.26,18.06,6.61,100.0,7.34
2023-06-09,Zone_A,Cotton,57.4,29.5,87.1,29.84,5.1,Flowering,6,2,Monsoon,48.6,23.95,5.07,100.0,7.29
2023-06-10,Zone_B,Rice,80.66,32.2,89.1,11.98,4.61,Sowing,6,2,Monsoon,52.76,11.15,7.89,100.0,7.65
2023-06-11,Zone_D,Sugarcane,57.76,30.9,91.0,18.03,9.01,Vegetative,6,2,Monsoon,50.9,18.03,6.46,100.0,8.38
2023-06-12,Zone_A,Rice,80.03,29.9,77.3,26.0,9.3,Vegetative,6,2,Monsoon,48.72,23.78,5.12,100.0,5.63
2023-06-13,Zone_C,Wheat,65.82,26.9,93.3,14.08,3.84,Flowering,6,2,Monsoon,45.01,12.16,7.3,100.0,6.95
2023-06-14,Zone_D,Cotton,73.37,29.6,83.8,21.1,4.92,Sowing,6,2,Monsoon,48.59,17.72,6.35,100.0,6.69
2023-06-15,Zone_A,Rice,59.59,27.5,87.4,24.66,8.96,Flowering,6,2,Monsoon,45.62,22.64,5.04,100.0,6.5
2023-06-16,Zone_C,Rice,56.99,34.1,84.9,22.32,8.07,Vegetative,6,2,Monsoon,55.4,20.47,6.31,100.0,9.33
2023-06-17,Zone_D,Cotton,61.48,28.4,73.1,13.76,0.04,Harvesting,6,2,Monsoon,46.26,9.66,7.91,100.0,8.06
2023-06-18,Zone_B,Sugarcane,58.84,34.5,94.1,17.11,3.2,Vegetative,6,2,Monsoon,56.46,13.9,7.54,100.0,9.91
2023-06-19,Zone_D,Rice,64.37,30.3,73.1,25.68,4.22,Flowering,6,2,Monsoon,49.1,20.51,5.82,100.0,7.35
2023-06-20,Zone_B,Cotton,70.43,31.3,76.4,21.08,2.3,Harvesting,6,2,Monsoon,50.77,16.14,6.82,100.0,7.67
2023-06-21,Zone_D,Wheat,72.66,30.4,90.3,10.1,2.0,Harvesting,6,2,Monsoon,50.11,8.27,8.35,100.0,7.98
2023-06-22,Zone_C,Wheat,78.7,26.3,85.5,25.22,0.38,Vegetative,6,2,Monsoon,43.72,17.88,5.91,100.0,5.05
2023-06-23,Zone_B,Cotton,74.69,28.8,91.0,10.71,6.43,Harvesting,6,2,Monsoon,47.75,11.36,7.62,100.0,6.97
2023-06-24,Zone_B,Rice,73.26,26.0,82.9,24.91,2.63,Sowing,6,2,Monsoon,43.14,19.01,5.59,100.0,5.23
2023-06-25,Zone_D,Cotton,67.35,31.2,79.4,14.05,0.52,Vegetative,6,2,Monsoon,50.77,10.15,8.0,100.0,8.47
2023-06-26,Zone_A,Cotton,69.21,29.5,93.0,29.16,2.31,Vegetative,6,2,Monsoon,48.9,21.8,5.54,100.0,6.58
2023-06-27,Zone_B,Rice,67.44,32.8,70.9,17.36,8.02,Sowing,6,2,Monsoon,52.74,16.96,6.78,100.0,8.33
2023-06-28,Zone_D,Sugarcane,80.26,27.2,91.4,16.54,8.51,Vegetative,6,2,Monsoon,45.37,16.68,6.32,100.0,5.4
2023-06-29,Zone_C,Sugarcane,61.9,26.6,75.8,12.98,4.83,Flowering,6,2,Monsoon,43.69,11.98,7.26,100.0,7.16
2023-06-30,Zone_D,Wheat,55.17,29.1,91.2,16.11,4.16,Flowering,6,2,Monsoon,48.21,13.77,7.14,100.0,8.39
2023-07-01,Zone_D,Sugarcane,74.54,34.3,73.5,27.53,9.78,Vegetative,7,3,Monsoon,55.12,25.14,5.44,100.0,7.55
2023-07-02,Zone_B,Cotton,61.07,32.1,84.5,29.93,2.01,Sowing,7,3,Monsoon,52.38,22.16,5.77,100.0,8.13
2023-07-03,Zone_A,Rice,81.7,29.2,92.2,17.37,2.15,Harvesting,7,3,Monsoon,48.41,13.45,7.22,100.0,6.33
2023-07-04,Zone_C,Wheat,80.77,30.2,81.8,18.97,2.92,Sowing,7,3,Monsoon,49.39,15.03,6.96,100.0,6.58
2023-07-05,Zone_B,Sugarcane,57.3,25.8,88.7,24.44,1.73,Flowering,7,3,Monsoon,43.14,18.15,5.79,100.0,6.55
2023-07-06,Zone_B,Cotton,58.19,34.8,90.1,27.72,3.79,Vegetative,7,3,Monsoon,56.7,21.68,6.18,100.0,9.37
2023-07-07,Zone_B,Wheat,69.86,31.7,88.4,21.86,9.11,Sowing,7,3,Monsoon,51.97,20.77,6.0,100.0,7.42
2023-07-08,Zone_C,Rice,73.28,27.9,93.1,17.83,6.15,Harvesting,7,3,Monsoon,46.5,16.17,6.52,100.0,6.27
2023-07-09,Zone_A,Sugarcane,63.25,30.9,81.2,18.25,4.12,Harvesting,7,3,Monsoon,50.41,15.25,6.97,100.0,8.2
2023-07-10,Zone_C,Cotton,76.5,26.1,74.3,23.91,9.34,Harvesting,7,3,Monsoon,42.87,22.34,4.79,100.0,4.61
2023-07-11,Zone_C,Rice,72.85,34.7,71.2,10.06,0.48,Harvesting,7,3,Monsoon,55.61,7.33,8.68,100.0,9.42
2023-07-12,Zone_A,Cotton,64.74,26.7,76.2,22.39,2.1,Sowing,7,3,Monsoon,43.86,16.93,6.14,100.0,6.4
2023-07-13,Zone_C,Cotton,55.76,31.5,73.6,17.11,5.66,Harvesting,7,3,Monsoon,50.93,15.37,6.98,100.0,8.98
2023-07-14,Zone_D,Cotton,77.5,27.5,83.9,25.88,6.16,Flowering,7,3,Monsoon,45.44,21.81,5.2,100.0,5.15
2023-07-15,Zone_C,Rice,61.44,32.2,74.6,11.86,0.4,Harvesting,7,3,Monsoon,52.03,8.54,8.36,100.0,9.42
2023-07-16,Zone_B,Wheat,80.03,32.8,71.0,21.76,4.03,Flowering,7,3,Monsoon,52.75,17.65,6.65,100.0,7.26
2023-07-17,Zone_C,Cotton,67.61,31.7,70.9,19.62,6.49,Sowing,7,3,Monsoon,51.1,17.63,6.55,100.0,7.88
2023-07-18,Zone_B,Wheat,72.31,31.1,90.8,22.85,6.98,Flowering,7,3,Monsoon,51.19,20.18,6.06,100.0,7.08
2023-07-19,Zone_C,Wheat,81.19,33.9,84.8,11.3,6.38,Sowing,7,3,Monsoon,55.09,11.74,7.87,100.0,8.11
2023-07-20,Zone_B,Sugarcane,80.91,25.8,79.0,21.6,3.21,Harvesting,7,3,Monsoon,42.65,17.05,6.0,100.0,4.77
2023-07-21,Zone_B,Sugarcane,66.15,28.3,92.4,21.23,0.94,Vegetative,7,3,Monsoon,47.07,15.42,6.72,100.0,7.06
2023-07-22,Zone_B,Wheat,61.27,27.5,71.8,21.21,4.27,Flowering,7,3,Monsoon,44.84,17.41,6.12,100.0,6.91
2023-07-23,Zone_A,Sugarcane,78.25,34.9,94.5,22.07,1.29,Flowering,7,3,Monsoon,57.08,16.22,7.16,100.0,8.29
2023-07-24,Zone_C,Sugarcane,67.99,28.9,85.4,23.53,9.48,Vegetative,7,3,Monsoon,47.62,22.16,5.35,100.0,6.41
2023-07-25,Zone_C,Wheat,60.76,32.3,74.6,26.1,4.75,Sowing,7,3,Monsoon,52.18,21.12,5.95,100.0,8.3
2023-07-26,Zone_D,Rice,82.13,31.8,87.0,15.4,3.17,Sowing,7,3,Monsoon,52.05,12.68,7.56,100.0,7.25
2023-07-27,Zone_D,Sugarcane,60.94,27.1,89.1,26.5,7.66,Harvesting,7,3,Monsoon,45.1,23.15,4.87,100.0,6.19
2023-07-28,Zone_D,Sugarcane,55.77,27.4,80.7,19.97,4.98,Flowering,7,3,Monsoon,45.13,16.97,6.24,100.0,7.38
2023-07-29,Zone_C,Rice,55.61,27.8,91.5,11.54,3.1,Sowing,7,3,Monsoon,46.28,9.94,7.85,100.0,8.32
2023-07-30,Zone_A,Rice,73.67,29.1,73.8,11.17,8.12,Harvesting,7,3,Monsoon,47.34,12.69,7.32,100.0,7.0
2023-07-31,Zone_B,Rice,74.85,27.3,77.0,16.68,8.67,Sowing,7,3,Monsoon,44.8,16.88,6.23,100.0,5.82
2023-08-01,Zone_C,Wheat,64.33,25.2,72.3,25.7,6.73,Vegetative,8,3,Monsoon,41.42,22.03,4.68,100.0,5.25
2023-08-02,Zone_A,Rice,64.6,33.8,75.3,24.15,0.47,Vegetative,8,3,Monsoon,54.46,17.19,6.84,100.0,8.89
2023-08-03,Zone_A,Wheat,65.18,34.7,76.0,25.77,5.66,Vegetative,8,3,Monsoon,55.85,21.44,6.16,100.0,8.78
2023-08-04,Zone_C,Cotton,75.4,28.4,92.9,20.35,7.63,Harvesting,8,3,Monsoon,47.24,18.82,6.02,100.0,6.0
2023-08-05,Zone_B,Cotton,56.74,28.4,72.0,18.8,1.37,Flowering,8,3,Monsoon,46.2,13.98,6.97,100.0,7.97
